ref_evap;anomes;hora1;hora2;hora3;evapiche;evatanque;temedmax;temedmin;temedsec1;temedhum1;temedsec2;temedhum2;temedsec3;temedhum3;velviento;prectotmes;diasprec;insol
5017;201801;8;;;1.7;;;;;;;;;;;;;
5017;201712;8;;;1.9;;;;;;;;;;;;;
5017;201711;8;;;3;;;;;;;;;;;;;
5017;201710;8;;;6.1;;;;;;;;;;;;;
5017;201605;8;;;3.7;;;;;;;;;;;149.6;10;
5017;201708;8;;;11.2;;;;;;;;;;;;;
5017;201404;8;;;4;;;;;;;;;;;70.8;7;
5017;201706;8;;;11.3;;;;;;;;;;;;;
5017;201705;8;;;5.2;;;;;;;;;;;;;
5017;201704;8;;;4.1;;;;;;;;;;;;;
5017;201703;8;;;2.6;;;;;;;;;;;;;
5017;201702;8;;;1.5;;;;;;;;;;;;;
5017;201701;8;;;1.8;;;;;;;;;;;;;
5017;201612;8;;;1.2;;;;;;;;;;;;;
5017;201611;8;;;1.8;;;;;;;;;;;;;
5017;201610;8;;;4.3;;;;;;;;;;;;;
5017;201609;8;;;8.5;;;;;;;;;;;10.3;1;
5017;201608;8;;;10.7;;;;;;;;;;;0.3;2;
5017;201709;8;;;8.1;;;;;;;;;;;;;
5017;201101;8;;;1.2;;;;;;;;;;;68.6;18;
5017;201406;8;;;8;;;;;;;;;;;1.8;1;
5017;201112;8;;;1.5;;;;;;;;;;;4;6;
5017;201111;8;;;1.8;;;;;;;;;;;123.6;19;
5017;201110;8;;;5.8;;;;;;;;;;;76.4;4;
5017;201109;8;;;7.1;;;;;;;;;;;6.2;2;
5017;201108;8;;;9;;;;;;;;;;;0.6;1;
5017;201107;8;;;10.1;;;;;;;;;;;0;0;
5017;201106;8;;;8;;;;;;;;;;;11.2;3;
5017;201105;8;;;4.4;;;;;;;;;;;24.4;13;
5017;201104;8;;;3.6;;;;;;;;;;;129.3;11;
5017;201202;8;;;3.8;;;;;;;;;;;2.7;4;
5017;201102;8;;;2.2;;;;;;;;;;;70.6;8;
5017;201203;8;;;4.3;;;;;;;;;;;3.6;4;
5017;201012;8;;;1.2;;;;;;;;;;;472.2;22;
5017;201011;8;;;1.4;;;;;;;;;;;88.6;13;
5017;201010;8;;;3.9;;;;;;;;;;;88.6;6;
5017;201009;8;;;7.5;;;;;;;;;;;20.1;6;
5017;201008;8;;;10.4;;;;;;;;;;;27.3;4;
5017;201007;8;;;11.4;;;;;;;;;;;0.6;1;
5017;201006;8;;;6.4;;;;;;;;;;;52.6;7;
5017;201005;8;;;4.5;;;;;;;;;;;45.4;8;
5017;201004;8;;;3.9;;;;;;;;;;;58.2;10;
5017;201003;8;;;2.4;;;;;;;;;;;109.5;14;
5017;201002;8;;;1.6;;;;;;;;;;;249.8;20;
5017;201103;8;;;2.4;;;;;;;;;;;58.7;12;
5017;201303;8;;;1.4;;;;;;;;;;;226.9;22;
5017;201403;8;;;3.6;;;;;;;;;;;35.9;11;
5017;201402;8;;;1.3;;;;;;;;;;;119.6;20;
5017;201401;8;;;1.4;;;;;;;;;;;87.9;19;
5017;201312;8;;;1.4;;;;;;;;;;;92.3;7;
5017;201311;8;;;2;;;;;;;;;;;8.2;6;
5017;201310;8;;;3;;;;;;;;;;;49.4;5;
5017;201309;8;;;5.9;;;;;;;;;;;44.8;4;
5017;201308;8;;;8.7;;;;;;;;;;;4.3;3;
5017;201307;8;;;8.8;;;;;;;;;;;0.1;1;
5017;201306;8;;;6.2;;;;;;;;;;;10.6;3;
5017;201201;8;;;1.5;;;;;;;;;;;14.1;7;
5017;201304;8;;;2.7;;;;;;;;;;;87.2;7;
5017;201808;8;;;8;;;;;;;;;;;;;
5017;201302;8;;;1.8;;;;;;;;;;;56.4;13;
5017;201301;8;;;1.1;;;;;;;;;;;70.3;14;
5017;201212;8;;;0.8;;;;;;;;;;;46.6;15;
5017;201211;8;;;1.1;;;;;;;;;;;234.3;16;
5017;201210;8;;;2.7;;;;;;;;;;;75;11;
5017;201209;8;;;5.6;;;;;;;;;;;126.6;6;
5017;201208;8;;;10.1;;;;;;;;;;;0.1;1;
5017;201207;8;;;10.7;;;;;;;;;;;0;0;
5017;201206;8;;;10.1;;;;;;;;;;;0;0;
5017;201205;8;;;5.9;;;;;;;;;;;62.9;8;
5017;201204;8;;;3.4;;;;;;;;;;;48.3;11;
5017;201305;8;;;3.7;;;;;;;;;;;18.7;3;
5009;199507;8;;;6.7;9.1;35.8;18.4;21.5;18.5;;;;;;0;0;346
5009;199910;8;;;1.9;3;24.8;13.5;16.8;16.5;;;;;;256;8;166
5009;199907;8;;;4.9;9.7;34.8;18.5;20.4;19.4;;;;;;0;0;
5009;199906;8;;;5.3;9.8;33.5;14.7;19.6;18.1;;;;;0.3;0;0;
5009;199905;8;;;3.9;6.2;28.6;12.3;16.5;15.8;;;;;0.4;29;2;300
5009;199904;8;;;3;4;26.7;8.3;13.3;12.7;;;;;0.4;17;1;
5009;199903;8;;;2.4;3.4;20.9;6.7;10.7;10;;;;;0.4;9;3;240
5009;199902;8;;;2;2.5;17.5;2.2;4.9;4.4;;;;;0.3;9.5;2;237
5009;199901;8;;;1.3;1.7;16.8;2.3;5.6;5.2;;;;;0.2;48;7;
5009;199812;8;;;1.6;2.4;18;1.7;5.2;4.7;;;;;0.2;28;3;229
5009;199810;8;;;3.3;4.1;26;10.6;14.7;13.8;;;;;0.3;18.5;2;243
5010;200604;8;;;3.3;;23;9.9;11.6;11.2;;;;;;23.5;5;
5009;199508;8;;;5.9;7.9;35.7;19.2;20.8;19.1;;;;;;13;1;329
5009;200001;8;;;1.3;1.2;15.3;2.2;5.8;5.7;;;;;;30;4;
5009;199506;8;;;4.5;6.8;29.7;16.1;18.6;16.5;;;;;;22;4;288
5009;199505;8;;;5.1;7.3;30.6;14.1;17.6;14.3;;;;;;2.5;1;312
5009;199504;8;;;4.7;5.9;25.6;8.8;11.2;9.6;;;;;;21;1;267
5009;199503;8;;;3.2;3.7;23;6.8;9;8;;;;;;6.5;1;250
5009;199502;8;;;2.1;2.7;19.2;5.5;7.5;6.6;;;;;;;;
5009;199501;8;;;1.3;1.5;16.6;3.6;7.5;6.2;;;;;;27.5;3;174
5009;199412;8;;;1.1;1.3;16.6;5.7;9.8;8.6;;;;;;26;3;169
5009;199411;8;;;1.4;1.6;21.5;10.4;12.7;11.8;;;;;;97;5;179
5009;199410;8;;;2.7;3.1;25.9;14.3;16.7;15.2;;;;;;46.3;5;173
5009;199409;8;;;;5.9;30.5;13.2;17.6;14.6;;;;;;3;1;
5009;199509;8;;;4.7;5.8;29.5;14.6;17.1;15.2;;;;;;23;2;
5010;199607;8;;;8.4;7.9;35.5;18.3;20.7;18;;;;;;0;0;
5010;199707;8;;;6.8;;32.5;17;19;17.7;;;;;;2.6;2;
5010;199706;8;;;5.3;;28.4;15;17.4;15.9;;;;;;66.8;5;
5010;199705;8;;;4.7;;25.9;11.7;14.8;13.3;;;;;;44.5;7;
5010;199704;8;;;4.2;;24.8;10.1;12.2;11.4;;;;;;43;3;
5010;199703;8;;;4.1;;24;7;9.6;8.7;;;;;;0;0;
5010;199702;8;;;1.9;;19.4;5.4;7.8;7.2;;;;;;0;0;
5010;199701;8;;;1;;13.4;4.6;6.7;6.5;;;;;;214;13;
5010;199612;8;;;0.9;;13.9;6.3;9.1;8.9;;;;;;561;20;
5010;199611;8;;;1.7;;18.8;6.7;8.7;8.5;;;;;;98;6;
5010;199610;8;;;3.4;;25.2;11;12.3;11.6;;;;;;8.3;3;
5009;199911;8;;;1.9;2.5;19.6;5.3;8.3;8.2;;;;;;3;1;228
5010;199608;8;;;7.1;7.1;33.8;16.6;18.7;17;;;;;;4.5;2;
5009;199912;8;;;1.5;1.5;17.8;4.7;10.4;10.1;;;;;;36;5;
5010;199606;8;;;7.6;7.7;33.6;16.7;20.1;17.2;;;;;;0;0;
5010;199605;8;;;3.3;4.3;23.6;11.6;14.3;13.5;;;;;;139;11;
5010;199603;8;;;2.3;2.1;17.9;6.4;9.1;8.8;;;;;;38.2;9;
5010;199601;8;;;0.7;;13.3;6.8;8.8;8.8;;;;;;433;20;
5010;199512;8;;;0.9;0.8;14.9;7.6;9.9;9.8;;;;;;346;22;
5010;199511;8;;;1.9;1.8;20.4;9.1;12;11.5;;;;;;168;12;
5010;199510;8;;;4;3;27.8;10.7;14;13.9;;;;;;6.8;4;
5009;200004;8;;;2.5;;21.2;7.5;11.3;11;;;;;;91;3;230
5009;200003;8;;;2.6;4;24;7.6;11;10.4;;;;;;23.5;2;249
5009;200002;8;;;2;2.4;22.2;5.7;9.7;9;;;;;;0;0;
5009;199406;8;;;;8.3;33.1;17.1;20.2;17.1;;;;;;0;0;
5010;199609;8;;;4.8;5.3;27.8;13.7;15.6;14.8;;;;;;74.7;8;
5009;199010;8;;;;3.2;24.3;14.2;15.6;14.5;;;;;4.4;103.1;9;
5009;199408;8;;;;7.9;36.2;18;20.6;18.1;;;;;;0;0;
5009;199203;8;;;;4.2;21.8;8.8;14.8;11.2;;;;;4.6;15.9;3;
5009;199202;8;;;;2;18.2;5.9;11.3;8.2;;;;;3.7;43.4;12;
5009;199201;8;;;;1.7;14.8;4.2;8.9;6.1;;;;;3.5;2.1;7;
5009;199112;8;;;;1.3;16.7;8.1;11.8;9.4;;;;;3.4;42;10;
5009;199111;8;;;;1.7;19.4;8.4;13.5;11.3;;;;;2.9;26.8;4;
5009;199104;8;;;;4.2;21.9;8.8;10.2;9.2;;;;;4.6;34.4;6;
5009;199103;8;;;;2.5;19.1;9.1;10.4;9.4;;;;;4.6;139.7;9;
5009;199102;8;;;;1.7;14.7;4.7;6.2;5.6;;;;;3.5;115.6;10;
5009;199101;8;;;;1.5;15.2;4.6;6.1;5.2;;;;;3;22.9;6;
5009;199205;8;;;;6.6;28.4;15.4;21.5;16.9;;;;;4.7;28.8;8;
5009;199011;8;;;;1.5;19.3;9.1;10.4;9.5;;;;;3;67.7;12;
5009;199206;8;;;;6.2;26.2;15.8;20.4;15.6;;;;;4.5;38.4;6;
5009;199009;8;;;;5.5;31.5;19.5;20.4;19.3;;;;;4.4;2.1;1;
5009;199008;8;;;;7.3;35.1;20.4;21.3;19.7;;;;;5;0;0;
5009;199007;8;;;;9;35.8;21;22.6;19.7;;;;;5.3;0;0;
5009;199006;8;;;;7.9;29.8;16.6;17.9;16.3;;;;;5.5;0;0;
5009;199005;8;;;;6.6;27.5;14.3;15.6;14.1;;;;;5.1;2.7;2;
5009;199004;8;;;;4.8;21.7;9.8;11.3;10.1;;;;;5.6;91.6;14;
5009;199003;8;;;;3.7;22.5;10.7;11.8;10.2;;;;;5.6;31.5;5;
5009;199002;8;;;;1.7;20.6;7.9;9.2;8.7;;;;;3;0.4;1;
5009;199001;8;;;;1.3;15.4;6.5;7.5;6.8;;;;;3.6;60.8;8;
5009;198912;8;;;;1.5;17.1;11.9;13.2;12.3;;;;;5.4;278.1;21;
5009;198911;8;;;;2.2;20;11.8;12.8;12.3;;;;;4.5;323.9;15;
5009;199012;8;;;;1;14.9;5.2;6.8;6;;;;;3.3;29.6;8;
5009;199306;8;;;;7.3;30.4;16.7;17.5;15.9;;;;;4.6;1.5;1;
5010;199710;8;;;2.9;;25.6;13.6;15.4;14.7;;;;;;54.2;6;
5009;199405;8;;;;4.8;25.5;12.1;15;13.7;;;;;;45.3;7;
5009;199404;8;;;;5;23.4;8.4;11.1;9.1;;;;;;24.6;3;
5009;199403;8;;;;3.7;22.7;9;11.2;9.9;;;;;3.2;0;0;
5009;199402;8;;;;1.6;16.1;5.5;7.4;6.4;;;;;3.7;48.2;8;
5009;199401;8;;;;1.9;17.5;3.4;4.7;3.5;;;;;2.4;69.1;4;
5009;199312;8;;;;1.6;17.1;6.8;7.8;6.8;;;;;2.7;6.3;3;
5009;199311;8;;;;1.8;18.4;9.8;10.6;9.8;;;;;2.9;75.8;8;
5009;199310;8;;;;3.3;21.9;12.2;13.3;11.9;;;;;5;113.9;17;
5009;199309;8;;;;5.7;28.6;15.3;16.1;13.9;;;;;3.9;9.7;7;
5009;199204;8;;;;5.7;24.6;11.2;17.7;14.6;;;;;5.2;49.1;3;
5009;199307;8;;;;8.7;36.6;19.5;20.7;18;;;;;4.1;0;0;
5009;199407;8;;;;9.2;37.2;18.7;20.9;18;;;;;;0;0;
5009;199305;8;;;;4.5;24.1;12.9;14.3;13;;;;;4.3;59.3;10;
5009;199304;8;;;;4.9;21.9;9.3;10.9;9.4;;;;;4.5;69.5;8;
5009;199303;8;;;;3.7;21.3;8.4;10;8.3;;;;;3.7;40.8;4;
5009;199302;8;;;;2.4;18.1;6.9;7.9;6.3;;;;;4.9;26.2;6;
5009;199301;8;;;;1.6;16.5;2.4;4.2;2.8;;;;;2.5;19.7;3;
5009;199212;8;;;;1.4;16.5;7.4;8.7;7.7;;;;;3.5;24;7;
5009;199211;8;;;;1.8;21.4;8.3;10.1;9.2;;;;;1.7;15.9;3;
5009;199210;8;;;;3;23.2;10.8;13.3;12;;;;;3.3;110.1;12;
5009;199209;8;;;;4.9;32.2;15.5;18.3;15.9;;;;;3.8;29.5;3;
5009;199208;8;;;;7.1;35;19.6;21.2;18.8;;;;;4.3;3.2;1;
5009;199207;8;;;;8.4;36;19.6;23.4;19.7;;;;;4;;;
5009;199308;8;;;;6.6;33.8;19.5;20.6;18.2;;;;;4.3;0;0;
5010;200301;8;;;1.4;;13.1;2.8;5.4;4.9;;;;;;77.6;9;
5010;200201;8;;;1.1;;15.3;4.2;6.3;6.1;;;;;;78.5;4;
5010;200312;8;;;1.2;;13.4;4.7;6.9;6.4;;;;;;164;10;
5010;200311;8;;;2;;21.2;12.5;14.3;13.8;;;;;;308;17;
5010;200310;8;;;1.6;;17;8.4;10.6;10;;;;;;138;9;
5010;200309;8;;;6.8;;31.4;14.8;16.6;15;;;;;;4.2;;
5010;200308;8;;;9.8;;36.7;19.3;20.9;18.4;;;;;;0;0;
5010;200307;8;;;8.3;;34.9;17.7;20.1;17.3;;;;;;0;0;
5010;200306;8;;;7.2;;34.7;16.9;19.2;17.2;;;;;;1;1;
5010;200305;8;;;5.4;;28.9;12.6;15.2;13.8;;;;;;0;0;
5010;200304;8;;;2.7;;20.4;8.1;10.1;9.8;;;;;;94;8;
5010;200402;8;;;1.3;;15.3;4.7;6.6;6.4;;;;;;143;7;
5010;200302;8;;;1.5;;12.9;3.4;5.8;5.4;;;;;;142;10;
5010;200403;8;;;1.9;;17.7;5.8;8.2;7.7;;;;;;73.2;11;
5010;200212;8;;;1;;14.3;6.6;9.2;8.9;;;;;;163;12;
5010;200211;8;;;1.4;;17.3;7.3;10;9.8;;;;;;161;10;
5010;200210;8;;;2.4;;23.3;12.4;13.8;13.4;;;;;;72.9;8;
5010;200209;8;;;3.8;;27.3;14.9;16.2;15.6;;;;;;92.2;7;
5010;200208;8;;;6.6;;33.8;15.6;17.5;17.2;;;;;;;;
5010;200207;8;;;7.3;;36;17.4;19.2;16.8;;;;;;;;
5010;200206;8;;;6;;32.7;15.8;18.6;16;;;;;;1;1;
5010;200205;8;;;4.2;;27.1;10.9;13.5;11.8;;;;;;13.8;4;
5010;200204;8;;;2.7;;21.8;8.2;10.5;10;;;;;;83.5;8;
5010;200203;8;;;2;;19.5;7.3;9.6;9.1;;;;;;136;10;
5010;199708;8;;;7;;33.9;17.6;19;17.6;;;;;;7.8;3;
5010;200303;8;;;2.9;;19.3;6.9;9.4;8.7;;;;;;57;4;
5010;200503;8;;;2.2;;17.6;6;8.3;7.8;;;;;;43.3;8;
5013;200501;8;;;;1.1;16.1;0;;;;;;;;0;0;
5010;200602;8;;;1.6;;14;1.9;4.2;4;;;;;;38.2;7;
5010;200601;8;;;1.2;;12.1;2.3;4.6;4.3;;;;;;104;8;
5010;200512;8;;;1.3;;13.6;2.9;5.4;5.1;;;;;;76.9;5;
5010;200511;8;;;1.7;;16.1;5.6;7.8;7.1;;;;;;16.1;7;
5010;200510;8;;;2.6;;23.8;11.4;13.4;12.4;;;;;;122;10;
5010;200509;8;;;5.5;;31.5;13.7;15.4;13.6;;;;;;3.9;2;
5010;200508;8;;;7.9;;37.2;17.1;19;16.4;;;;;;0;0;
5010;200507;8;;;8.2;;37.1;18.1;20.3;17.4;;;;;;0;0;
5010;200506;8;;;7.5;;35.2;17.2;19.2;16.7;;;;;;2;1;
5010;200401;8;;;1.1;;14.5;4;6.6;6.4;;;;;;19.3;7;
5010;200504;8;;;4.2;;23.9;8.4;10.3;9.2;;;;;;27.2;4;
5010;200112;8;;;1.4;;14.3;3.9;6.1;5.3;;;;;;69;7;
5010;200502;8;;;2.4;;14;-0.9;2.4;1.8;;;;;;34.5;4;
5010;200501;8;;;1.7;;13.8;-0.5;1.5;1.4;;;;;;0;0;
5010;200412;8;;;1.6;;13.7;3.6;6.1;5.7;;;;;;25.7;3;
5010;200411;8;;;1.8;;17;5.8;7.7;7;;;;;;12.6;2;
5010;200410;8;;;2.9;;24.4;11.4;13.4;12.8;;;;;;184;12;
5010;200409;8;;;5.1;;31.7;14.4;16.2;14.9;;;;;;13.5;1;
5010;200408;8;;;7;;35.1;18.6;20.1;17.6;;;;;;19;2;
5010;200407;8;;;7.4;;36.2;18.5;20.6;17.4;;;;;;0;0;
5010;200406;8;;;5.6;;34.5;17.3;19.7;17.5;;;;;;0;0;
5010;200405;8;;;2.8;;22.9;10.7;12.7;12.1;;;;;;63.5;8;
5010;200404;8;;;3;;20.6;7.1;9.1;8.5;;;;;;36.5;6;
5010;200505;8;;;5.4;;29.1;12.9;15.1;13.2;;;;;;54;6;
5010;199809;8;;;4.5;;29.8;16.6;17.8;16.3;;;;;;50.7;6;
5010;200202;8;;;1.9;;18.3;3.7;5.7;5.3;;;;;;3.5;2;
5010;199908;8;;;8.4;;35.2;17.7;18.8;16.9;;;;;;1.7;1;
5010;199907;8;;;8.9;;35.8;18.7;20.4;17.7;;;;;;0;0;
5010;199906;8;;;8.3;;33.4;16.8;19.5;16.4;;;;;;6.3;3;
5010;199905;8;;;5.4;;28;13.1;;;;;;;;17.9;3;
5010;199904;8;;;4.9;;25.3;8.3;10.4;9.2;;;;;;27.5;4;
5010;199903;8;;;2.6;;20.2;6.6;8.5;7.9;;;;;;41.6;10;
5010;199902;8;;;2.4;;17.1;1.6;3.3;3.1;;;;;;6;4;
5010;199901;8;;;1.3;;15.5;1.6;3.7;3.4;;;;;;30;6;
5010;199812;8;;;1.6;;16.4;13.8;3.3;2.7;;;;;;33.7;2;
5010;199910;8;;;2.4;;23.1;13;14.5;14;;;;;;229;16;
5010;199810;8;;;3.1;;25.5;9.7;11.1;10.3;;;;;;9.8;3;
5010;199911;8;;;1.9;;16.8;5.4;6.8;6.3;;;;;;12;5;
5010;199808;8;;;6.8;;35.8;18.1;19.6;17.7;;;;;;0;0;
5010;199807;8;;;7.3;;36.5;18.4;20.4;18.4;;;;;;0;0;
5010;199806;8;;;5.6;;32.4;15.7;18.1;17.3;;;;;;1;1;
5010;199805;8;;;2.5;;23.7;11.7;13.5;13.1;;;;;;116;15;
5010;199804;8;;;2.6;;20.2;7.7;9.4;8.9;;;;;;53.5;13;
5010;199803;8;;;3.3;;23.1;6.4;8.7;8;;;;;;34;3;
5010;199802;8;;;1.5;;17.2;6.6;8.6;8.5;;;;;;180;6;
5010;199801;8;;;1;;19.6;4.7;6.8;6.7;;;;;;61;7;
5010;199712;8;;;0.7;;14.3;5.7;8.5;8.5;;;;;;194;13;
5010;199711;8;;;1.1;;17.1;8.9;11;10.9;;;;;;160;20;
5009;198908;7;;;;7.2;33.7;20.1;21.3;19.1;;;;;4.8;6.7;2;
5010;199811;8;;;1.9;;20.1;7;9.3;8.7;;;;;;26;3;
5010;200011;8;;;1.4;;16.6;6.1;8.7;8.5;;;;;;118;13;
5010;200111;8;;;1.9;;16.7;6.2;8.2;7.3;;;;;;96.5;3;
5010;200110;8;;;2.3;;23.8;13.3;15;14.3;;;;;;187;8;
5010;200109;8;;;4.5;;30.3;15.9;17.4;16.4;;;;;;83.5;5;
5010;200108;8;;;7.7;;36.4;18.4;20.3;17.8;;;;;;;;
5010;200107;8;;;7.7;;35.2;16.9;19.8;16.9;;;;;;1.8;1;
5010;200106;8;;;8.1;;35.2;16.5;19.8;16.6;;;;;;3;1;
5010;200105;8;;;4;;25.5;11.2;13.6;12.7;;;;;;36.9;10;
5010;200104;8;;;4;;24.7;8.4;10.1;9.1;;;;;;1.5;2;
5010;200103;8;;;1.8;;19.1;8.6;10.8;10.5;;;;;;210;12;
5010;200102;8;;;1.9;;16.3;5;7.1;6.7;;;;;;38.6;9;
5010;199909;8;;;5.2;;29.6;14.7;16.1;15.3;;;;;;9.8;3;
5010;200012;8;;;0.8;;14.3;5.5;8;7.8;;;;;;275;15;
5010;199709;8;;;5.2;;31.3;16.2;17.8;16.6;;;;;;45.8;5;
5010;200010;8;;;3;;24.7;9.9;11.5;10.7;;;;;;63.9;6;
5010;200009;8;;;5.7;;32.1;14.4;15.8;14.5;;;;;;5.7;2;
5010;200008;8;;;7.8;;36.3;16.7;18.9;16.2;;;;;;;;
5010;200007;8;;;7.8;;35.8;17.3;19.9;17.1;;;;;;;;
5010;200006;8;;;6.5;;33.4;15.7;18.4;15.9;;;;;;;;
5010;200005;8;;;2.7;;25.7;12.8;14.4;13.9;;;;;;105;11;
5010;200004;8;;;2.1;;18.2;7;9.1;8.7;;;;;;247;16;
5010;200003;8;;;3.1;;21.5;6;8.1;7.6;;;;;;32.3;6;
5010;200002;8;;;2.4;;20.1;4.4;6.3;5.9;;;;;;1;1;
5010;200001;8;;;1.4;;13.4;0.9;2.7;2.5;;;;;;35.4;5;
5010;199912;8;;;1.1;;14.1;5.2;7.6;7.2;;;;;;49.2;9;
5010;200101;8;;;0.8;;13.1;5.1;7.6;7.4;;;;;;289;18;
5008;198812;7;;;;1.4;12.5;1.5;2.8;2.1;;;;;2.3;0;0;
5008;198712;7;;;1.1;1.2;17.8;9;10.3;9.1;;;;;4.4;229;16;
5008;198911;7;;;;2.3;18.2;10.6;11.6;10.6;;;;;3.1;338.4;16;
5008;198910;7;;;;3.4;25.1;14.5;15;14.2;;;;;3.1;93.7;8;
5008;198909;7;;;;5.5;30.5;16.7;17.2;15.4;;;;;2.9;15.6;4;
5008;198908;7;;;;7.7;34.3;18.9;20.1;18.1;;;;;3.3;0;0;
5008;198907;7;;;;8.8;35.5;19.3;20.2;17.8;;;;;2.8;0;0;
5008;198906;7;;;;8.2;29.9;14.9;16.3;14.8;;;;;3.1;0;0;
5008;198905;7;;;;6.2;24.9;11.6;13.1;11.8;;;;;3;22;6;
5008;198904;7;;;;4.3;17.5;7.6;8.9;8.1;;;;;4.2;44.2;8;
5008;198903;7;;;;3.5;19.3;7.5;8.6;7.4;;;;;2.8;22.1;6;
5008;199001;7;;;;1.4;14.1;4.5;5.7;5;;;;;2.6;81.1;8;
5008;198901;7;;;;1.6;12.8;2.5;3.8;3.2;;;;;2.5;20.5;3;
5008;199002;7;;;;2.5;19.2;6.8;7.7;7;;;;;2;0;0;
5008;198811;7;;;;1.8;16.8;9.8;11.3;10.9;;;;;2.5;90.8;12;
5008;198810;7;;;;3.3;22.1;12.8;14.1;13.6;;;;;2.9;131.2;10;
5008;198809;7;;;6.6;5.6;30.4;14.6;15.9;13.8;;;;;3.6;0;0;
5008;198808;7;;;7.2;7.2;33.5;16.7;17.3;16.8;;;;;2.7;0;0;
5008;198807;;;;;;;;;;;;;;;;;
5008;198806;7;;;4.8;5.8;25.4;14.8;16.9;15.6;;;;;3;23.9;8;
5008;198805;7;;;3.7;4.8;23.6;11.6;13.4;12.5;;;;;2.2;64.3;13;
5008;198804;7;;;3.6;3.9;19.3;9.8;9.9;9.6;;;;;3.4;35.6;6;
5008;198803;7;;;3.2;3.6;22.3;6.2;7.6;6.3;;;;;3.4;3;2;
5008;198802;7;;;2.3;2;16.9;5.3;5.8;5.6;;;;;3.3;23.5;5;
5008;199209;7;;;;6.2;30.9;15;15.7;13.4;;;;;3.9;98.4;3;
5008;198902;7;;;;2.5;14.6;5.2;6.8;5.7;;;;;4.8;83.7;11;
5008;199102;7;;;;1.8;13.3;2.9;4.9;4.3;;;;;2.8;149.6;7;
5009;198910;8;;;;3.1;27.2;15.5;16.9;15.2;;;;;3.5;98.5;8;
5008;199207;7;;;;8.3;35.4;18;18.8;16.4;;;;;3.7;0;0;
5008;199206;7;;;;5.7;25.7;13.7;14.8;13.8;;;;;5;102.4;9;
5008;199205;7;;;;6.5;27.9;13.4;14.3;12.5;;;;;5.1;22.5;6;
5008;199204;7;;;;5.5;23.3;9.1;10.1;9.2;;;;;5.5;82.6;6;
5008;199203;7;;;;3.5;20.3;6.8;7.4;6.1;;;;;5.1;18.3;2;
5008;199202;7;;;;2.1;16.2;4;4.8;3.8;;;;;4.5;74.1;5;
5008;199201;7;;;;1.3;12.7;2;2.9;2.2;;;;;4.6;4.4;4;
5008;199112;7;;;;1;14;6.2;7;6.1;;;;;3.7;44.1;6;
5008;199111;7;;;;1.9;18;6;7.2;6.5;;;;;2.5;36.8;4;
5008;198912;7;;;;1.7;15.3;10.7;11.4;10.6;;;;;4.5;176.8;16;
5008;199103;7;;;;3.3;17.5;8.6;9.6;8.7;;;;;3.5;133.9;7;
5008;198711;7;;;2.1;1.6;18.2;6.9;8.5;7.5;;;;;3.4;63;6;
5008;199101;7;;;;1.5;13.4;3.5;4.5;3.8;;;;;2.5;32.5;5;
5008;199012;7;;;;1;13.3;4.4;5.1;4.5;;;;;2.6;11.4;5;
5008;199011;7;;;;1.9;17.8;8.4;8.7;8;;;;;2.5;81.1;9;
5008;199010;7;;;;4;22.4;13.5;14.5;13.4;;;;;3.2;128;13;
5008;199009;7;;;;6.1;30.8;18.4;19;17.1;;;;;2.7;5.1;4;
5008;199008;7;;;;8.2;35.7;18.6;19.2;17.3;;;;;2.9;0.5;1;
5008;199007;7;;;;9.1;36.4;19.3;20.1;17.6;;;;;2.9;0;0;
5008;199006;7;;;;8.1;30.3;15.9;16.6;15;;;;;0.9;0;0;
5008;199005;7;;;;6.7;26.5;13.2;13.8;12.3;;;;;0.9;22.6;1;
5008;199004;7;;;;4.4;19.2;9.2;10.1;8.7;;;;;2.5;99.9;13;
5008;199003;7;;;;3.6;20.1;9;9.8;8.1;;;;;3.3;12.2;4;
5008;199104;7;;;;4.8;20.7;8.2;8.9;7.9;;;;;2.8;13.4;4;
5007;199208;7;;;;10.5;34.6;18.1;20.2;19.1;;;;;7.8;0;0;
5008;198801;7;;;1.2;1.3;14.4;7.7;7.9;7.6;;;;;3.8;74.3;15;
5007;199307;7;;;;9.7;33.8;16.7;19.1;17.4;;;;;8.8;0;0;
5007;199306;7;;;;7.1;29;14.6;16.4;15.3;;;;;8;6;10;
5007;199305;7;;;;5.2;23.7;11.1;12.9;12.3;;;;;7.8;73.2;8;
5007;199304;7;;;;4.8;22.2;6.6;8.7;8.1;;;;;;65.3;8;
5007;199303;7;;;;4.6;21;6;8.2;7.6;;;;;6.3;28.6;5;
5007;199302;7;;;;2.9;17.6;4.2;6;5.4;;;;;7.5;50;6;
5007;199301;7;;;;2;15.7;0.8;2.4;1.7;;;;;5;25;4;
5007;199212;7;;;;2.9;17.1;6.1;8.7;7.8;;;;;7.4;29.9;5;
5007;199211;7;;;;2.6;20.8;7;8.8;8.3;;;;;3.8;5;1;
5007;199309;7;;;;6.7;26.9;14.2;15.3;14.9;;;;;10.1;0;0;
5007;199209;7;;;;7.7;29.9;15.5;17.6;16.5;;;;;7;16.6;1;
5007;199310;8;;;;3.4;20.9;10.7;12.7;12.1;;;;;6.5;126.2;17;
5007;199207;7;;;;8.4;33.7;17.8;19.8;18.9;;;;;8.7;0;0;
5007;199206;7;;;;5;25.3;13.5;15;14.3;;;;;8.6;54.2;4;
