ref_evap;anomes;hora1;hora2;hora3;evapiche;evatanque;temedmax;temedmin;temedsec1;temedhum1;temedsec2;temedhum2;temedsec3;temedhum3;velviento;prectotmes;diasprec;insol
5012;200410;8;;;4.2;3.4;24.1;14.2;;;;;;;;73.5;10;
5010;201410;8;;;2.9;;;;;;;;;;;109;9;
5010;201409;8;;;3.9;;;;;;;;;;;115.4;12;
5010;201408;8;;;7.1;;;;;;;;;;;0;0;
5010;201407;8;;;7.7;;;;;;;;;;;2.8;2;
5010;201406;8;;;5.9;;;;;;;;;;;2.1;1;
5010;201405;8;;;5.7;;;;;;;;;;;13.5;3;
5010;201404;8;;;3.7;;;;;;;;;;;129.4;9;
5010;201403;8;;;3.2;;;;;;;;;;;58.1;10;
5010;201402;8;;;1.2;;;;;;;;;;;123.5;21;
5010;201209;8;;;5.8;;;;;;;;;;;78.8;6;
5010;201312;8;;;1.7;;;;;;;;;;;100.2;17;
5010;201008;8;;;8.2;;;;;;;;;;;14.5;3;
5010;201310;8;;;2.6;;;;;;;;;;;171.7;9;
5010;201309;8;;;5.2;;;;;;;;;;;34.3;4;
5010;201308;8;;;8.1;;;;;;;;;;;0;0;
5010;201307;8;;;7.6;;;;;;;;;;;0;0;
5010;201306;8;;;6;;;;;;;;;;;17.9;2;
5010;201305;8;;;3.9;;;;;;;;;;;29.2;6;
5010;201304;8;;;3;;;;;;;;;;;83;10;
5010;201303;8;;;1.4;;;;;;;;;;;294.1;23;
5010;201302;8;;;1.7;;;;;;;;;;;127.7;12;
5010;201301;8;;;1.2;;;;;;;;;;;75.7;22;
5010;201212;8;;;0.8;;;;;;;;;;;54.4;23;
5010;201401;8;;;1.2;;;;;;;;;;;111.4;18;
5010;200705;8;;;3.7;;25.7;11.5;13.3;12.5;;;;;;10.8;9;
5010;201010;8;;;3.3;;22.8;10.4;12;11.5;;;;;;132.7;7;
5010;200804;8;;;4.6;;22;8.9;10.8;9.9;;;;;;140;9;
5010;200803;8;;;3.8;;20.3;5.9;8.2;7.2;;;;;;14.1;2;
5010;200802;8;;;3;;16.5;6;8.2;7.5;;;;;;48.8;6;
5010;200801;8;;;1.6;;14.5;3.7;6.3;6.2;;;;;;84.6;7;
5010;200712;8;;;2;;14.6;3;5.3;4.9;;;;;;14.1;5;
5010;200711;8;;;3.6;;18.2;5;7.5;6.7;;;;;;33.5;3;
5010;200710;8;;;4.5;;24.3;11.7;13.3;12.7;;;;;;48.7;6;
5010;200709;8;;;4.8;;30.5;16.2;17.6;16.9;;;;;;41.5;6;
5010;200708;8;;;7.3;;35.5;16.9;19;17;;;;;;1.6;2;
5010;200806;8;;;7.5;;33.2;15.8;18.2;16.2;;;;;;0;0;
5010;200706;8;;;5.3;;30.3;14.9;16.9;15.7;;;;;;7.8;3;
5010;200807;8;;;9.1;;36.3;18.2;21.2;18.5;;;;;;17.1;1;
5010;200704;8;;;2.3;;20.4;8.3;10.3;9.9;;;;;;63.1;15;
5010;200703;8;;;3.1;;19.2;4.9;7.5;6.5;;;;;;26.4;4;
5010;200702;8;;;1.1;;15;5.7;8.2;8.1;;;;;;60.5;13;
5010;200701;8;;;1.1;;14.5;2.6;4.7;4.6;;;;;;25.9;6;
5010;200612;8;;;1.2;;13.4;3.4;5.4;5.1;;;;;;34.6;3;
5010;200611;8;;;1.3;;18.2;9.4;11.2;11.1;;;;;;136;11;
5010;200610;8;;;3;;24.1;13.6;15.6;14.8;;;;;;251;11;
5010;200609;8;;;5.5;;31.6;16;17.3;16.1;;;;;;75.5;6;
5010;200608;8;;;8.1;;35.9;18.2;20.3;17.8;;;;;;49.3;2;
5010;200607;8;;;10.4;;37.5;18.3;21.2;17.6;;;;;;0;0;
5010;200606;8;;;7.4;;31.6;15.6;18.1;16;;;;;;16.3;2;
5010;200707;8;;;8.9;;37;18.2;21;18.3;;;;;;0;0;
5010;200907;8;;;9.7;;38;19;22.6;20.2;;;;;;0;0;
5010;201007;8;;;8.7;;;;;;;;;;;0;0;
5010;201006;8;;;5.1;;;;;;;;;;;37;6;
5010;201005;8;;;4.9;;;;;;;;;;;8.6;4;
5010;201004;8;;;3.6;;;;;;;;;;;154.7;12;
5010;201003;8;;;2.1;;;;;;;;;;;149.2;12;
5010;201002;8;;;1.3;;;;;;;;;;;259.1;22;
5010;201001;8;;;1.3;;;;;;;;;;;177.3;22;
5010;200912;8;;;1.3;;;;;;;;;;;398.9;26;
5010;200911;8;;;2.7;;;;;;;;;;;17.9;9;
5010;200910;8;;;4.2;;;;;;;;;;;53.4;8;
5010;200805;8;;;3.2;;23.1;11.4;13.6;12.6;;;;;;59.4;10;
5010;200908;8;;;9.2;;38;18.6;20.8;18.7;;;;;;2.8;1;
5010;201501;8;;;1.5;;;;;;;;;;;68.2;13;
5010;200906;8;;;6.9;;33.6;17.3;20.2;18.1;;;;;;28.6;3;
5010;200905;8;;;6.1;;28.7;11.7;14.7;12.9;;;;;;5.7;2;
5010;200904;8;;;3.6;;21.5;6.8;9.4;8.6;;;;;;25.9;6;
5010;200903;8;;;3.5;;19.6;7.6;10.4;9.1;;;;;;45.8;6;
5010;200902;8;;;1.9;;14.6;3.5;5.6;5.4;;;;;;91.3;9;
5010;200901;8;;;1.1;;11.8;3.7;6.1;5.7;;;;;;93.2;14;
5010;200812;8;;;1.2;;12.1;3;5.4;5.1;;;;;;83.8;10;
5010;200811;8;;;2.2;;15.7;5;7.1;6.4;;;;;;10.4;3;
5010;200810;8;;;3;;22.9;12.1;14.2;13.3;;;;;;113;12;
5010;200809;8;;;4.6;;28.2;15.3;16.9;15.6;;;;;;46;7;
5010;200808;8;;;9.3;;36.7;18.2;20.6;17.5;;;;;;0;0;
5010;200909;8;;;6;;30.4;16.1;18.1;15.9;;;;;;12.4;4;
5010;202005;8;;;5.9;;;;;;;;;;;;;
5010;201905;8;;;6.8;;;;;;;;;;;;;
5010;202104;8;;;3.5;;;;;;;;;;;;;
5010;202103;8;;;2.3;;;;;;;;;;;;;
5010;202102;8;;;0.7;;;;;;;;;;;;;
5010;202101;8;;;0.4;;;;;;;;;;;;;
5010;202012;8;;;0.4;;;;;;;;;;;;;
5010;202011;8;;;0.6;;;;;;;;;;;;;
5010;202010;8;;;2.6;;;;;;;;;;;;;
5010;202009;8;;;4.7;;;;;;;;;;;;;
5010;202008;8;;;8.3;;;;;;;;;;;;;
5010;202106;8;;;7.1;;;;;;;;;;;;;
5010;202006;8;;;7.4;;;;;;;;;;;;;
5010;202107;8;;;9.1;;;;;;;;;;;;;
5010;202004;8;;;2.6;;;;;;;;;;;;;
5010;202003;8;;;2.1;;;;;;;;;;;;;
5010;202002;8;;;0.8;;;;;;;;;;;;;
5010;202001;8;;;0.5;;;;;;;;;;;;;
5010;201912;8;;;0.4;;;;;;;;;;;;;
5010;201911;8;;;0.9;;;;;;;;;;;;;
5010;201910;8;;;2.2;;;;;;;;;;;;;
5010;201909;8;;;4.7;;;;;;;;;;;;;
5010;201908;8;;;8;;;;;;;;;;;;;
5010;201907;8;;;7.8;;;;;;;;;;;;;
5010;201411;8;;;1.5;;;;;;;;;;;252.7;17;
5010;202007;8;;;9.1;;;;;;;;;;;;;
5012;200307;8;;;6.4;7.2;33;18.6;;;;;;;;0;0;
5013;200412;8;;;;1.1;15;5.2;;;;;;;;23.3;6;
5012;200407;8;;;7.2;8.1;34.6;20.9;;;;;;;;0.2;1;
5012;200406;8;;;7.1;6.8;31.9;18.7;;;;;;;;0;0;
5012;200405;8;;;3.5;3.6;20.4;12.6;;;;;;;;121;14;
5012;200404;8;;;3.9;3.5;18.8;9.7;;;;;;;;46.6;8;
5012;200403;8;;;2.3;2.2;16.4;8;;;;;;;;86;9;
5012;200402;8;;;1.8;1.7;15.9;8.1;;;;;;;;74.3;12;
5012;200401;8;;;0.8;1.2;14.2;5.9;;;;;;;;18.1;6;
5012;200312;8;;;1.1;1.2;13.7;7;;;;;;;;87.4;13;
5012;200311;8;;;1.6;1.4;16.8;10.5;;;;;;;;81.5;8;
5010;202105;8;;;5.8;;;;;;;;;;;;;
5012;200309;8;;;7;5.9;30.4;18;;;;;;;;0;0;
5010;201904;8;;;3.4;;;;;;;;;;;;;
5012;200306;8;;;7.2;7.2;32;18.7;;;;;;;;0.8;1;
5012;200305;8;;;5.3;5.7;26.7;14.7;;;;;;;;13.5;2;
5012;200304;8;;;2.5;3;19.5;10.8;;;;;;;;59.1;7;
5012;200303;8;;;3.3;2.7;18.4;10.7;;;;;;;;49.3;8;
5012;200302;8;;;1.5;1.3;12.7;5.2;;;;;;;;78.5;8;
5012;200301;8;;;1.2;1;12.5;3.8;;;;;;;;71.2;11;
5012;200212;8;;;1.3;1;15.5;7;;;;;;;;86.5;13;
5012;200211;8;;;1.9;1.9;17.4;8;;;;;;;;15.4;12;
5012;200210;8;;;3.9;3.2;22.7;14.5;;;;;;;;25.2;7;
5010;202109;8;;;4.3;;;;;;;;;;;;;
5010;202108;8;;;8;;;;;;;;;;;;;
5012;200310;8;;;2;2;20.9;15.6;;;;;;;;158;18;
5010;201601;8;;;0.8;;;;;;;;;;;89.9;20;
5010;201906;8;;;7.8;;;;;;;;;;;;;
5010;201612;8;;;1;;;;;;;;;;;;;
5010;201611;8;;;1.4;;;;;;;;;;;;;
5010;201610;8;;;3.1;;;;;;;;;;;;;
5010;201609;8;;;6.7;;;;;;;;;;;15.9;4;
5010;201608;8;;;8.8;;;;;;;;;;;0;0;
5010;201607;8;;;8.4;;;;;;;;;;;0.1;1;
5010;201606;8;;;6.8;;;;;;;;;;;0;0;
5010;201605;8;;;3.2;;;;;;;;;;;154.7;11;
5010;201604;8;;;2.7;;;;;;;;;;;126;13;
5010;201702;8;;;1.4;;;;;;;;;;;;;
5010;201602;8;;;1.8;;;;;;;;;;;41.9;11;
5010;201703;8;;;2.5;;;;;;;;;;;;;
5010;201512;8;;;1.2;;;;;;;;;;;13.6;7;
5010;201511;8;;;1.7;;;;;;;;;;;82.4;15;
5010;201510;8;;;2.1;;;;;;;;;;;145.1;15;
5010;201509;8;;;4.6;;;;;;;;;;;35.9;6;
5010;201508;8;;;6.7;;;;;;;;;;;0.4;2;
5010;201507;8;;;8.3;;;;;;;;;;;0;0;
5010;201506;8;;;6.5;;;;;;;;;;;20.6;3;
5010;201505;8;;;6;;;;;;;;;;;1.4;2;
5010;201504;8;;;3.4;;;;;;;;;;;27.2;8;
5010;201503;8;;;2.6;;;;;;;;;;;44.6;7;
5010;201502;8;;;2.2;;;;;;;;;;;19.1;12;
5010;201603;8;;;2.4;;;;;;;;;;;45.5;9;
5010;201803;8;;;2.1;;;;;;;;;;;;;
5010;201903;8;;;2.5;;;;;;;;;;;;;
5010;201902;8;;;0.9;;;;;;;;;;;;;
5010;201901;8;;;0.4;;;;;;;;;;;;;
5010;201812;8;;;0.3;;;;;;;;;;;;;
5010;201811;8;;;0.7;;;;;;;;;;;;;
5010;201810;8;;;2.3;;;;;;;;;;;;;
5010;201809;8;;;5;;;;;;;;;;;;;
5010;201808;8;;;8.8;;;;;;;;;;;;;
5010;201807;8;;;7;;;;;;;;;;;;;
5010;201806;8;;;5.5;;;;;;;;;;;;;
5010;201701;8;;;1.3;;;;;;;;;;;;;
5010;201804;8;;;2.9;;;;;;;;;;;;;
5012;200409;8;;;6;5.3;29.9;18.2;;;;;;;;3.1;1;
5010;201802;8;;;2.1;;;;;;;;;;;;;
5010;201801;8;;;1.3;;;;;;;;;;;;;
5010;201712;8;;;1.7;;;;;;;;;;;;;
5010;201711;8;;;2.4;;;;;;;;;;;;;
5010;201710;8;;;4.9;;;;;;;;;;;;;
5010;201709;8;;;7.2;;;;;;;;;;;;;
5010;201708;8;;;9.1;;;;;;;;;;;;;
5010;201707;8;;;9;;;;;;;;;;;;;
5010;201706;8;;;8.8;;;;;;;;;;;;;
5010;201705;8;;;4.8;;;;;;;;;;;;;
5010;201704;8;;;4;;;;;;;;;;;;;
5010;201805;8;;;3;;;;;;;;;;;;;
6001;200909;9;;;0.9;2.6;25.9;19.1;;;;;;;;74.8;5;
6001;200803;9;;;1.7;3.5;21.6;11.5;;;;;;;;29.3;3;
6001;200804;9;;;1.4;3.6;20.6;12.2;;;;;;;;94.7;9;
6001;200805;9;;;1.6;4.1;22.4;14.3;;;;;;;;22;8;
6001;200806;9;;;1.2;4.1;28.6;15.7;;;;;;;;;;
6001;200807;9;;;2;5.3;28.9;21.3;;;;;;;;;;
6001;200808;9;;;1.8;5.8;33.1;21.5;;;;;;;;;;
6001;200809;9;;;0.8;2.6;25.3;19.6;;;;;;;;546;7;
6001;200810;9;;;1.1;2.7;22;17.9;;;;;;;;113;9;
6001;200812;9;;;1.2;;;;;;;;;;;;;
6001;200901;9;;;1.2;;;;;;;;;;;;;
6001;200906;9;;;1.3;2.1;21;11.8;;;;;;;;75.7;10;
6001;200802;9;;;1.1;2.4;16.8;12;;;;;;;;155;8;
6001;200908;9;;;1.4;5.2;34.5;21.7;;;;;;;;0;0;
6001;201010;9;;;1.5;2.8;23.2;16.6;;;;;;;;94.7;10;
6001;200910;9;;;1.1;3;25.3;17.6;;;;;;;;21.5;3;
6001;200911;9;;;1.1;2.5;23.3;13.1;;;;;;;;45.9;4;
6001;200912;9;;;1.4;1.8;18.4;11.3;;;;;;;;128;14;
6001;201001;9;;;1.4;1.9;16.5;11;;;;;;;;418;16;
6001;201002;9;;;1.2;1.7;16.3;10.8;;;;;;;;404.4;22;
6001;201003;9;;;1.2;2.3;17.2;11.5;;;;;;;;294.2;10;
6001;201004;9;;;0.8;3.3;19.6;13.1;;;;;;;;83;8;
6001;201005;9;;;1.1;5;22.2;15.6;;;;;;;;22.6;4;
6001;201006;9;;;2.1;4;28;18;;;;;;;;25;2;
6001;201007;9;;;1.6;2.7;31;20;;;;;;;;0.9;1;
6001;201008;9;;;1.5;2.2;29.4;23.6;;;;;;;;6.9;1;
6001;201009;9;;;1.9;2.4;25.3;19.2;;;;;;;;9.7;5;
6001;200907;9;;;2.6;6.8;34;21;;;;;;;;0;0;
